id,district,year_built,year_range
way/107700986,Chorweiler,1974,1970-2000
way/107700987,Chorweiler,1999,1970-2000
way/107700989,Chorweiler,1983,1970-2000
way/107700990,Chorweiler,1989,1970-2000
way/107700991,Chorweiler,1991,1970-2000
way/107700992,Chorweiler,1984,1970-2000
way/107700993,Chorweiler,1997,1970-2000
way/107700994,Chorweiler,1976,1970-2000
way/107700995,Chorweiler,1972,1970-2000
way/107701215,Chorweiler,1998,1970-2000
way/107701216,Chorweiler,1973,1970-2000
way/107701217,Chorweiler,1974,1970-2000
way/107701218,Chorweiler,1994,1970-2000
way/107701219,Chorweiler,1973,1970-2000
way/107701220,Chorweiler,1988,1970-2000
way/107701221,Chorweiler,1993,1970-2000
way/107701222,Chorweiler,1982,1970-2000
way/107701223,Chorweiler,1981,1970-2000
way/107701224,Chorweiler,2000,1970-2000
way/107701225,Chorweiler,1983,1970-2000
way/107701226,Chorweiler,1980,1970-2000
way/107702058,Chorweiler,1995,1970-2000
way/107702059,Chorweiler,1974,1970-2000
way/107702060,Chorweiler,1977,1970-2000
way/107702061,Chorweiler,1978,1970-2000
way/107702062,Chorweiler,1990,1970-2000
way/107702063,Chorweiler,1972,1970-2000
way/107702064,Chorweiler,1977,1970-2000
way/107702065,Chorweiler,1987,1970-2000
way/107702066,Chorweiler,1989,1970-2000
way/107702067,Chorweiler,1989,1970-2000
way/107702068,Chorweiler,1993,1970-2000
way/107702069,Chorweiler,1989,1970-2000
way/107702070,Chorweiler,1979,1970-2000
way/107702071,Chorweiler,1994,1970-2000
way/107702072,Chorweiler,2000,1970-2000
way/107702073,Chorweiler,1992,1970-2000
way/107702074,Chorweiler,1970,1970-2000
way/107702075,Chorweiler,1997,1970-2000
way/107702076,Chorweiler,1997,1970-2000
way/107702077,Chorweiler,1991,1970-2000
way/107702078,Chorweiler,1998,1970-2000
way/107702079,Chorweiler,1979,1970-2000
way/107702080,Chorweiler,1976,1970-2000
way/107702081,Chorweiler,1986,1970-2000
way/107702082,Chorweiler,1989,1970-2000
way/107702083,Chorweiler,1986,1970-2000
way/107702084,Chorweiler,1976,1970-2000
way/107702086,Chorweiler,1993,1970-2000
way/107702087,Chorweiler,1982,1970-2000
way/107702088,Chorweiler,1979,1970-2000
way/107702089,Chorweiler,1990,1970-2000
way/107702092,Chorweiler,1971,1970-2000
way/107702093,Chorweiler,1995,1970-2000
way/107702094,Chorweiler,1998,1970-2000
way/107702095,Chorweiler,1995,1970-2000
way/108033308,Chorweiler,2000,1970-2000
way/108033309,Chorweiler,1977,1970-2000
way/108033310,Chorweiler,1985,1970-2000
way/108033313,Chorweiler,1982,1970-2000
way/108033315,Chorweiler,1973,1970-2000
way/108033316,Chorweiler,1977,1970-2000
way/108033317,Chorweiler,1985,1970-2000
way/108033318,Chorweiler,1990,1970-2000
way/108033319,Chorweiler,1989,1970-2000
way/108033320,Chorweiler,1972,1970-2000
way/108033321,Chorweiler,1986,1970-2000
way/108033322,Chorweiler,1998,1970-2000
way/108033323,Chorweiler,1970,1970-2000
way/108033324,Chorweiler,1981,1970-2000
way/108033325,Chorweiler,1999,1970-2000
way/108033326,Chorweiler,1980,1970-2000
way/108033327,Chorweiler,1974,1970-2000
way/108033328,Chorweiler,1982,1970-2000
way/108033329,Chorweiler,1997,1970-2000
way/108033330,Chorweiler,1996,1970-2000
way/108033331,Chorweiler,1988,1970-2000
way/108033332,Chorweiler,1983,1970-2000
way/108033333,Chorweiler,1981,1970-2000
way/108033334,Chorweiler,1987,1970-2000
way/108033335,Chorweiler,1991,1970-2000
way/108033336,Chorweiler,1975,1970-2000
way/108033337,Chorweiler,1994,1970-2000
way/108033338,Chorweiler,1985,1970-2000
way/108033339,Chorweiler,2000,1970-2000
way/108033340,Chorweiler,1994,1970-2000
way/108033341,Chorweiler,1972,1970-2000
way/108068109,Chorweiler,1970,1970-2000
way/108068110,Chorweiler,1988,1970-2000
way/108068111,Chorweiler,1972,1970-2000
way/108068112,Chorweiler,1970,1970-2000
way/108068113,Chorweiler,1978,1970-2000
way/108068114,Chorweiler,1976,1970-2000
way/108068115,Chorweiler,1971,1970-2000
way/108068116,Chorweiler,1999,1970-2000
way/108068117,Chorweiler,1971,1970-2000
way/108068118,Chorweiler,2000,1970-2000
way/108068119,Chorweiler,1995,1970-2000
way/108068120,Chorweiler,1982,1970-2000
way/108068121,Chorweiler,1986,1970-2000
way/108068122,Chorweiler,1979,1970-2000
way/108068123,Chorweiler,1990,1970-2000
way/108068124,Chorweiler,1992,1970-2000
way/108068125,Chorweiler,1986,1970-2000
way/108068126,Chorweiler,1994,1970-2000
way/108068127,Chorweiler,1983,1970-2000
way/108068128,Chorweiler,1983,1970-2000
way/108068129,Chorweiler,1992,1970-2000
way/108068130,Chorweiler,1982,1970-2000
way/108068131,Chorweiler,1972,1970-2000
way/108068132,Chorweiler,1990,1970-2000
way/108068133,Chorweiler,1987,1970-2000
way/108068134,Chorweiler,1987,1970-2000
way/108068135,Chorweiler,1989,1970-2000
way/108068136,Chorweiler,1974,1970-2000
way/108068137,Chorweiler,1978,1970-2000
way/108068138,Chorweiler,1972,1970-2000
way/108068140,Chorweiler,1979,1970-2000
way/108068141,Chorweiler,1972,1970-2000
way/108068142,Chorweiler,1986,1970-2000
way/108068143,Chorweiler,1999,1970-2000
way/108068144,Chorweiler,1976,1970-2000
way/108068382,Chorweiler,1995,1970-2000
way/108068650,Chorweiler,1974,1970-2000
way/108068651,Chorweiler,1987,1970-2000
way/108068652,Chorweiler,1980,1970-2000
way/108068654,Chorweiler,1982,1970-2000
way/108068655,Chorweiler,1988,1970-2000
way/108068656,Chorweiler,1990,1970-2000
way/108068657,Chorweiler,1994,1970-2000
way/108068658,Chorweiler,1996,1970-2000
way/108072171,Chorweiler,1990,1970-2000
way/108072172,Chorweiler,1991,1970-2000
way/108072174,Chorweiler,1990,1970-2000
way/108072175,Chorweiler,1972,1970-2000
way/108072176,Chorweiler,1979,1970-2000
way/108072177,Chorweiler,1992,1970-2000
way/108072178,Chorweiler,1983,1970-2000
way/108072180,Chorweiler,1993,1970-2000
way/108072181,Chorweiler,2000,1970-2000
way/108072182,Chorweiler,1997,1970-2000
way/108072511,Chorweiler,1977,1970-2000
way/108072512,Chorweiler,1971,1970-2000
way/108072513,Chorweiler,1977,1970-2000
way/108072514,Chorweiler,1972,1970-2000
way/108072515,Chorweiler,1999,1970-2000
way/108072516,Chorweiler,1983,1970-2000
way/108072517,Chorweiler,1973,1970-2000
way/108072518,Chorweiler,1984,1970-2000
way/108072519,Chorweiler,1989,1970-2000
way/108072520,Chorweiler,1989,1970-2000
way/108072521,Chorweiler,1971,1970-2000
way/108072522,Chorweiler,1979,1970-2000
way/108072523,Chorweiler,1991,1970-2000
way/108072524,Chorweiler,1993,1970-2000
way/108072525,Chorweiler,1991,1970-2000
way/108072526,Chorweiler,1993,1970-2000
way/108072527,Chorweiler,1975,1970-2000
way/108072528,Chorweiler,1973,1970-2000
way/108072529,Chorweiler,1970,1970-2000
way/108072530,Chorweiler,1992,1970-2000
way/108072531,Chorweiler,1974,1970-2000
way/108072532,Chorweiler,1992,1970-2000
way/108072533,Chorweiler,1970,1970-2000
way/108072534,Chorweiler,1975,1970-2000
way/108072535,Chorweiler,1985,1970-2000
way/108072536,Chorweiler,2000,1970-2000
way/108072537,Chorweiler,1981,1970-2000
way/108072538,Chorweiler,1986,1970-2000
way/108072539,Chorweiler,1986,1970-2000
way/108072540,Chorweiler,1995,1970-2000
way/108072705,Chorweiler,1996,1970-2000
way/108072706,Chorweiler,1993,1970-2000
way/108072707,Chorweiler,1978,1970-2000
way/108072708,Chorweiler,1975,1970-2000
way/108072709,Chorweiler,1981,1970-2000
way/108072710,Chorweiler,1974,1970-2000
way/108072711,Chorweiler,1993,1970-2000
way/108072712,Chorweiler,1994,1970-2000
way/108072713,Chorweiler,1997,1970-2000
way/108072714,Chorweiler,1978,1970-2000
way/108072715,Chorweiler,1993,1970-2000
way/108072716,Chorweiler,1998,1970-2000
way/108072717,Chorweiler,1973,1970-2000
way/108072718,Chorweiler,1994,1970-2000
way/108072719,Chorweiler,1998,1970-2000
way/108072780,Chorweiler,1970,1970-2000
way/108072781,Chorweiler,1980,1970-2000
way/108072782,Chorweiler,1995,1970-2000
way/108072783,Chorweiler,1983,1970-2000
way/108072784,Chorweiler,1978,1970-2000
way/108072785,Chorweiler,1986,1970-2000
way/108072786,Chorweiler,1972,1970-2000
way/108072787,Chorweiler,1978,1970-2000
way/108072788,Chorweiler,1992,1970-2000
way/108072789,Chorweiler,1988,1970-2000
way/108072790,Chorweiler,1990,1970-2000
way/108072847,Chorweiler,1972,1970-2000
way/108072849,Chorweiler,1985,1970-2000
way/108072850,Chorweiler,1984,1970-2000
way/108072852,Chorweiler,1986,1970-2000
way/108072853,Chorweiler,1981,1970-2000
way/108072854,Chorweiler,1971,1970-2000
way/108072856,Chorweiler,1985,1970-2000
way/108072858,Chorweiler,1997,1970-2000
way/108072859,Chorweiler,1988,1970-2000
way/108116523,Chorweiler,1975,1970-2000
way/108116524,Chorweiler,1981,1970-2000
way/108116526,Chorweiler,1975,1970-2000
way/108116528,Chorweiler,1978,1970-2000
way/108116529,Chorweiler,1994,1970-2000
way/108116530,Chorweiler,1973,1970-2000
way/108116531,Chorweiler,1998,1970-2000
way/108116532,Chorweiler,1988,1970-2000
way/108116534,Chorweiler,1991,1970-2000
way/108116535,Chorweiler,1993,1970-2000
way/108116536,Chorweiler,1973,1970-2000
way/108116537,Chorweiler,1977,1970-2000
way/108116538,Chorweiler,1993,1970-2000
way/108116784,Chorweiler,1986,1970-2000
way/108116786,Chorweiler,1970,1970-2000
way/108116788,Chorweiler,1971,1970-2000
way/108116789,Chorweiler,1997,1970-2000
way/108116792,Chorweiler,1997,1970-2000
way/108116793,Chorweiler,1970,1970-2000
way/108116794,Chorweiler,1977,1970-2000
way/108116796,Chorweiler,1971,1970-2000
way/108116797,Chorweiler,1985,1970-2000
way/108116798,Chorweiler,1981,1970-2000
way/108116801,Chorweiler,1982,1970-2000
way/108116802,Chorweiler,1999,1970-2000
way/108118404,Chorweiler,1974,1970-2000
way/108118405,Chorweiler,1975,1970-2000
way/108118406,Chorweiler,1999,1970-2000
way/108118407,Chorweiler,2000,1970-2000
way/108118408,Chorweiler,1997,1970-2000
way/108118409,Chorweiler,1971,1970-2000
way/108118410,Chorweiler,1987,1970-2000
way/108118411,Chorweiler,1995,1970-2000
way/108118412,Chorweiler,1999,1970-2000
way/108118413,Chorweiler,1992,1970-2000
way/108118415,Chorweiler,1993,1970-2000
way/108118416,Chorweiler,1990,1970-2000
way/108118417,Chorweiler,1983,1970-2000
way/108118418,Chorweiler,1977,1970-2000
way/108118419,Chorweiler,1980,1970-2000
way/108118420,Chorweiler,1977,1970-2000
way/108118421,Chorweiler,1983,1970-2000
way/108118422,Chorweiler,1999,1970-2000
way/108118423,Chorweiler,1993,1970-2000
way/108118424,Chorweiler,1980,1970-2000
way/108118425,Chorweiler,1978,1970-2000
way/108118426,Chorweiler,1996,1970-2000
way/108118427,Chorweiler,1972,1970-2000
way/108118428,Chorweiler,1988,1970-2000
way/108122284,Chorweiler,1981,1970-2000
way/108122285,Chorweiler,1973,1970-2000
way/108122286,Chorweiler,1986,1970-2000
way/108122287,Chorweiler,1991,1970-2000
way/108122288,Chorweiler,1998,1970-2000
way/108122289,Chorweiler,1971,1970-2000
way/108122290,Chorweiler,1975,1970-2000
way/108122291,Chorweiler,1977,1970-2000
way/108122292,Chorweiler,1995,1970-2000
way/108122293,Chorweiler,1986,1970-2000
way/108122294,Chorweiler,1971,1970-2000
way/108122295,Chorweiler,2000,1970-2000
way/108122296,Chorweiler,1982,1970-2000
way/108122297,Chorweiler,1972,1970-2000
way/108122298,Chorweiler,1998,1970-2000
way/108122299,Chorweiler,1984,1970-2000
way/108122301,Chorweiler,1997,1970-2000
way/108122302,Chorweiler,1979,1970-2000
way/108122303,Chorweiler,1994,1970-2000
way/108122304,Chorweiler,1997,1970-2000
way/108122305,Chorweiler,1979,1970-2000
way/108122306,Chorweiler,1980,1970-2000
way/108122307,Chorweiler,1972,1970-2000
way/108122308,Chorweiler,1987,1970-2000
way/108122309,Chorweiler,1984,1970-2000
way/108122311,Chorweiler,1970,1970-2000
way/108122312,Chorweiler,1981,1970-2000
way/108122313,Chorweiler,1976,1970-2000
way/108122314,Chorweiler,1979,1970-2000
way/108122315,Chorweiler,1988,1970-2000
way/108122316,Chorweiler,1995,1970-2000
way/108122317,Chorweiler,1979,1970-2000
way/108122318,Chorweiler,1993,1970-2000
way/108122320,Chorweiler,1989,1970-2000
way/108122322,Chorweiler,1977,1970-2000
way/108122323,Chorweiler,1984,1970-2000
way/108122325,Chorweiler,1981,1970-2000
way/108122327,Chorweiler,1988,1970-2000
way/108122329,Chorweiler,1985,1970-2000
way/108122499,Chorweiler,1994,1970-2000
way/108122500,Chorweiler,1994,1970-2000
way/108122501,Chorweiler,1976,1970-2000
way/108122502,Chorweiler,1993,1970-2000
way/108122503,Chorweiler,1998,1970-2000
way/108122505,Chorweiler,1987,1970-2000
way/108122507,Chorweiler,1994,1970-2000
way/108122508,Chorweiler,1995,1970-2000
way/108122509,Chorweiler,1977,1970-2000
way/108122511,Chorweiler,1974,1970-2000
way/108122513,Chorweiler,1970,1970-2000
way/108183012,Chorweiler,1999,1970-2000
way/108183015,Chorweiler,1983,1970-2000
way/108183016,Chorweiler,1970,1970-2000
way/108183018,Chorweiler,1977,1970-2000
way/108184531,Chorweiler,1987,1970-2000
way/108184534,Chorweiler,1981,1970-2000
way/108184537,Chorweiler,1990,1970-2000
way/108184538,Chorweiler,1996,1970-2000
way/108184542,Chorweiler,1992,1970-2000
way/108184543,Chorweiler,1998,1970-2000
way/108187106,Chorweiler,1970,1970-2000
way/108187109,Chorweiler,2000,1970-2000
way/108187112,Chorweiler,1980,1970-2000
way/108187114,Chorweiler,1970,1970-2000
way/108187116,Chorweiler,1994,1970-2000
way/108187118,Chorweiler,1991,1970-2000
way/108187120,Chorweiler,1982,1970-2000
way/108187122,Chorweiler,1997,1970-2000
way/108187124,Chorweiler,1993,1970-2000
way/108187125,Chorweiler,1993,1970-2000
way/108187127,Chorweiler,1979,1970-2000
way/108187129,Chorweiler,1973,1970-2000
way/108187131,Chorweiler,1976,1970-2000
way/108187134,Chorweiler,1986,1970-2000
way/108188275,Chorweiler,1977,1970-2000
way/108188276,Chorweiler,1983,1970-2000
way/108188277,Chorweiler,1985,1970-2000
way/108188278,Chorweiler,2000,1970-2000
way/108188279,Chorweiler,1971,1970-2000
way/108188280,Chorweiler,1974,1970-2000
way/108188281,Chorweiler,1992,1970-2000
way/108188282,Chorweiler,1978,1970-2000
way/108188283,Chorweiler,1972,1970-2000
way/108188284,Chorweiler,1971,1970-2000
way/108188285,Chorweiler,1999,1970-2000
way/108188286,Chorweiler,1977,1970-2000
way/108188287,Chorweiler,1998,1970-2000
way/108188288,Chorweiler,1997,1970-2000
way/108188289,Chorweiler,1986,1970-2000
way/108188293,Chorweiler,1983,1970-2000
way/108188294,Chorweiler,1992,1970-2000
way/108188295,Chorweiler,1998,1970-2000
way/108188392,Chorweiler,1981,1970-2000
way/108188393,Chorweiler,1984,1970-2000
way/108188394,Chorweiler,1993,1970-2000
way/108188395,Chorweiler,1972,1970-2000
way/108188396,Chorweiler,1988,1970-2000
way/108188397,Chorweiler,1973,1970-2000
way/108188398,Chorweiler,1986,1970-2000
way/108188400,Chorweiler,1974,1970-2000
way/108188401,Chorweiler,1990,1970-2000
way/108188402,Chorweiler,1996,1970-2000
way/108195044,Chorweiler,1982,1970-2000
way/108195047,Chorweiler,1972,1970-2000
way/108195048,Chorweiler,1988,1970-2000
way/108195049,Chorweiler,1988,1970-2000
way/108195050,Chorweiler,1971,1970-2000
way/108195051,Chorweiler,1983,1970-2000
way/108195052,Chorweiler,1991,1970-2000
way/108195054,Chorweiler,2000,1970-2000
way/108195055,Chorweiler,1974,1970-2000
way/108195056,Chorweiler,1977,1970-2000
way/108195057,Chorweiler,1979,1970-2000
way/108195058,Chorweiler,1978,1970-2000
way/108195059,Chorweiler,1997,1970-2000
way/108195061,Chorweiler,1980,1970-2000
way/108195062,Chorweiler,1999,1970-2000
way/108195064,Chorweiler,1995,1970-2000
way/108195065,Chorweiler,1982,1970-2000
way/108195066,Chorweiler,1992,1970-2000
way/108195067,Chorweiler,1996,1970-2000
way/108195068,Chorweiler,1993,1970-2000
way/108195069,Chorweiler,1980,1970-2000
way/108195070,Chorweiler,1980,1970-2000
way/108195073,Chorweiler,1984,1970-2000
way/108195074,Chorweiler,1978,1970-2000
way/108195075,Chorweiler,1977,1970-2000
way/108195077,Chorweiler,1972,1970-2000
way/108195078,Chorweiler,2000,1970-2000
way/108195079,Chorweiler,1976,1970-2000
way/108195080,Chorweiler,1974,1970-2000
way/108195081,Chorweiler,1994,1970-2000
way/108195082,Chorweiler,1994,1970-2000
way/108195083,Chorweiler,1988,1970-2000
way/108195084,Chorweiler,1973,1970-2000
way/108195085,Chorweiler,1974,1970-2000
way/108195086,Chorweiler,1973,1970-2000
way/108195087,Chorweiler,1975,1970-2000
way/108195088,Chorweiler,1984,1970-2000
way/108195089,Chorweiler,1984,1970-2000
way/108195090,Chorweiler,1980,1970-2000
way/108195091,Chorweiler,1983,1970-2000
way/108195501,Chorweiler,1973,1970-2000
way/108195502,Chorweiler,1987,1970-2000
way/108195503,Chorweiler,1981,1970-2000
way/108195506,Chorweiler,2000,1970-2000
way/108195508,Chorweiler,1994,1970-2000
way/108195509,Chorweiler,1976,1970-2000
way/108195512,Chorweiler,1984,1970-2000
way/108195513,Chorweiler,1979,1970-2000
way/108195515,Chorweiler,1984,1970-2000
way/108195516,Chorweiler,1978,1970-2000
way/108195523,Chorweiler,1997,1970-2000
way/108197179,Chorweiler,1973,1970-2000
way/108197180,Chorweiler,1972,1970-2000
way/108197181,Chorweiler,1975,1970-2000
way/108197182,Chorweiler,1995,1970-2000
way/108197184,Chorweiler,1991,1970-2000
way/108197186,Chorweiler,1979,1970-2000
way/108197187,Chorweiler,1996,1970-2000
way/108197188,Chorweiler,1992,1970-2000
way/108197189,Chorweiler,1992,1970-2000
way/108197485,Chorweiler,1989,1970-2000
way/108197486,Chorweiler,1971,1970-2000
way/108197488,Chorweiler,1976,1970-2000
way/108197489,Chorweiler,1996,1970-2000
way/108197490,Chorweiler,1997,1970-2000
way/108197493,Chorweiler,1980,1970-2000
way/108197561,Chorweiler,1974,1970-2000
way/108197562,Chorweiler,1972,1970-2000
way/108197563,Chorweiler,1992,1970-2000
way/108197564,Chorweiler,1977,1970-2000
way/108197565,Chorweiler,2000,1970-2000
way/108197566,Chorweiler,1981,1970-2000
way/108197567,Chorweiler,1982,1970-2000
way/108197569,Chorweiler,1986,1970-2000
way/108197571,Chorweiler,1971,1970-2000
way/108197572,Chorweiler,1991,1970-2000
way/108197573,Chorweiler,1979,1970-2000
way/108197637,Chorweiler,1978,1970-2000
way/108197638,Chorweiler,1996,1970-2000
way/108197639,Chorweiler,1975,1970-2000
way/108197640,Chorweiler,1970,1970-2000
way/108197642,Chorweiler,2000,1970-2000
way/108197643,Chorweiler,1982,1970-2000
way/108197644,Chorweiler,1997,1970-2000
way/108197645,Chorweiler,1984,1970-2000
way/108197646,Chorweiler,1987,1970-2000
way/108197647,Chorweiler,1993,1970-2000
way/108197833,Chorweiler,1987,1970-2000
way/108197834,Chorweiler,1977,1970-2000
way/108197835,Chorweiler,1973,1970-2000
way/108197836,Chorweiler,1984,1970-2000
way/108197837,Chorweiler,1973,1970-2000
way/108197838,Chorweiler,1995,1970-2000
way/108197840,Chorweiler,1995,1970-2000
way/108197841,Chorweiler,1974,1970-2000
way/108197842,Chorweiler,1973,1970-2000
way/108197843,Chorweiler,1970,1970-2000
way/108197844,Chorweiler,1971,1970-2000
way/108197845,Chorweiler,1996,1970-2000
way/108197846,Chorweiler,1994,1970-2000
way/108197848,Chorweiler,1977,1970-2000
way/108197849,Chorweiler,1974,1970-2000
way/108202026,Chorweiler,1976,1970-2000
way/108202027,Chorweiler,1996,1970-2000
way/108202028,Chorweiler,1982,1970-2000
way/108202029,Chorweiler,1981,1970-2000
way/108202030,Chorweiler,1991,1970-2000
way/108202031,Chorweiler,1990,1970-2000
way/108202032,Chorweiler,2000,1970-2000
way/108202033,Chorweiler,1990,1970-2000
way/108202034,Chorweiler,1972,1970-2000
way/108202035,Chorweiler,1988,1970-2000
way/108202036,Chorweiler,1988,1970-2000
way/108202037,Chorweiler,1978,1970-2000
way/108202038,Chorweiler,1999,1970-2000
way/108202039,Chorweiler,1996,1970-2000
way/108202040,Chorweiler,1972,1970-2000
way/108202041,Chorweiler,1970,1970-2000
way/108202042,Chorweiler,1972,1970-2000
way/108202043,Chorweiler,1976,1970-2000
way/108202044,Chorweiler,1998,1970-2000
way/108202045,Chorweiler,1990,1970-2000
way/108202046,Chorweiler,1984,1970-2000
way/108202047,Chorweiler,1995,1970-2000
way/108202048,Chorweiler,1974,1970-2000
way/108202049,Chorweiler,1972,1970-2000
way/108202050,Chorweiler,1998,1970-2000
way/108202051,Chorweiler,1997,1970-2000
way/108202052,Chorweiler,1996,1970-2000
way/108204563,Chorweiler,1995,1970-2000
way/108204564,Chorweiler,1980,1970-2000
way/108204566,Chorweiler,1973,1970-2000
way/108204568,Chorweiler,1971,1970-2000
way/108204573,Chorweiler,2000,1970-2000
way/108204576,Chorweiler,1984,1970-2000
way/108204577,Chorweiler,1971,1970-2000
way/108204579,Chorweiler,1975,1970-2000
way/108204580,Chorweiler,1999,1970-2000
way/108204581,Chorweiler,1988,1970-2000
way/108204584,Chorweiler,1983,1970-2000
way/108204588,Chorweiler,1996,1970-2000
way/108204590,Chorweiler,1993,1970-2000
way/108204592,Chorweiler,1982,1970-2000
way/108204593,Chorweiler,1985,1970-2000
way/108204596,Chorweiler,1970,1970-2000
way/108204597,Chorweiler,1982,1970-2000
way/108204598,Chorweiler,1991,1970-2000
way/108204600,Chorweiler,1983,1970-2000
way/108204602,Chorweiler,1975,1970-2000
way/108204605,Chorweiler,1981,1970-2000
way/108204607,Chorweiler,1976,1970-2000
way/108205885,Chorweiler,1999,1970-2000
way/108205887,Chorweiler,1975,1970-2000
way/108227585,Chorweiler,1978,1970-2000
way/108227586,Chorweiler,1978,1970-2000
way/108227589,Chorweiler,1984,1970-2000
way/108227590,Chorweiler,1998,1970-2000
way/108227591,Chorweiler,1974,1970-2000
way/108227594,Chorweiler,1971,1970-2000
way/108227597,Chorweiler,1989,1970-2000
way/108227600,Chorweiler,1989,1970-2000
way/108227605,Chorweiler,1989,1970-2000
way/108227606,Chorweiler,1977,1970-2000
way/108227612,Chorweiler,1990,1970-2000
way/108227613,Chorweiler,1979,1970-2000
way/108227617,Chorweiler,1985,1970-2000
way/108228078,Chorweiler,1983,1970-2000
way/108228079,Chorweiler,1998,1970-2000
way/108228080,Chorweiler,1987,1970-2000
way/108228081,Chorweiler,1985,1970-2000
way/108228082,Chorweiler,1971,1970-2000
way/108228085,Chorweiler,1972,1970-2000
way/108228086,Chorweiler,1978,1970-2000
way/108228087,Chorweiler,1982,1970-2000
way/108228088,Chorweiler,1974,1970-2000
way/108228090,Chorweiler,1983,1970-2000
way/108228091,Chorweiler,1976,1970-2000
way/108228092,Chorweiler,1990,1970-2000
way/108228094,Chorweiler,1998,1970-2000
way/108228096,Chorweiler,1995,1970-2000
way/108228097,Chorweiler,1986,1970-2000
way/108228098,Chorweiler,1977,1970-2000
way/108228099,Chorweiler,1990,1970-2000
way/108228100,Chorweiler,1995,1970-2000
way/108228101,Chorweiler,1987,1970-2000
way/108228102,Chorweiler,1995,1970-2000
way/108228103,Chorweiler,1970,1970-2000
way/108228104,Chorweiler,1982,1970-2000
way/108228105,Chorweiler,1995,1970-2000
way/108228301,Chorweiler,1992,1970-2000
way/108228302,Chorweiler,1981,1970-2000
way/108228303,Chorweiler,1985,1970-2000
way/108228304,Chorweiler,1987,1970-2000
way/108228305,Chorweiler,1995,1970-2000
way/108228306,Chorweiler,1985,1970-2000
way/108228307,Chorweiler,1981,1970-2000
way/108228308,Chorweiler,1999,1970-2000
way/108228309,Chorweiler,1988,1970-2000
way/108228310,Chorweiler,1986,1970-2000
way/108228311,Chorweiler,1980,1970-2000
way/108228312,Chorweiler,1982,1970-2000
way/108228313,Chorweiler,1978,1970-2000
way/108228315,Chorweiler,1975,1970-2000
way/108228382,Chorweiler,1970,1970-2000
way/108228383,Chorweiler,1980,1970-2000
way/108228384,Chorweiler,1989,1970-2000
way/108228385,Chorweiler,1977,1970-2000
way/108228386,Chorweiler,1970,1970-2000
way/108228388,Chorweiler,1998,1970-2000
way/108228389,Chorweiler,1995,1970-2000
way/108228390,Chorweiler,1994,1970-2000
way/108228391,Chorweiler,1978,1970-2000
way/108228556,Chorweiler,1971,1970-2000
way/108228557,Chorweiler,1995,1970-2000
way/108228558,Chorweiler,1985,1970-2000
way/108240800,Chorweiler,1986,1970-2000
way/108240801,Chorweiler,1981,1970-2000
way/108242813,Chorweiler,1994,1970-2000
way/108242814,Chorweiler,1988,1970-2000
way/108242815,Chorweiler,1977,1970-2000
way/108242816,Chorweiler,1975,1970-2000
way/108242818,Chorweiler,1973,1970-2000
way/108242819,Chorweiler,1977,1970-2000
way/108242820,Chorweiler,1991,1970-2000
way/108242822,Chorweiler,1977,1970-2000
way/108242823,Chorweiler,1978,1970-2000
way/108242824,Chorweiler,1987,1970-2000
way/108242825,Chorweiler,1996,1970-2000
way/108242827,Chorweiler,1995,1970-2000
way/108242828,Chorweiler,1999,1970-2000
way/108242830,Chorweiler,1993,1970-2000
way/108242831,Chorweiler,1971,1970-2000
way/108242832,Chorweiler,1994,1970-2000
way/108242834,Chorweiler,2000,1970-2000
way/108242835,Chorweiler,1977,1970-2000
way/108242836,Chorweiler,1988,1970-2000
way/108242838,Chorweiler,1997,1970-2000
way/108242839,Chorweiler,1995,1970-2000
way/108242841,Chorweiler,1982,1970-2000
way/108242842,Chorweiler,1981,1970-2000
way/108242843,Chorweiler,1999,1970-2000
way/108242845,Chorweiler,1996,1970-2000
way/108242846,Chorweiler,1997,1970-2000
way/108242847,Chorweiler,1975,1970-2000
way/108246454,Chorweiler,1975,1970-2000
way/108246455,Chorweiler,1977,1970-2000
way/108246456,Chorweiler,1988,1970-2000
way/108246457,Chorweiler,1980,1970-2000
way/108246458,Chorweiler,1995,1970-2000
way/108246459,Chorweiler,1993,1970-2000
way/108246460,Chorweiler,1992,1970-2000
way/108246461,Chorweiler,1981,1970-2000
way/108248069,Chorweiler,1999,1970-2000
way/108248070,Chorweiler,1988,1970-2000
way/108248071,Chorweiler,1970,1970-2000
way/108248072,Chorweiler,1992,1970-2000
way/108248073,Chorweiler,1992,1970-2000
way/108248076,Chorweiler,1981,1970-2000
way/108248077,Chorweiler,2000,1970-2000
way/108248078,Chorweiler,1988,1970-2000
way/108248080,Chorweiler,1988,1970-2000
way/108248081,Chorweiler,1974,1970-2000
way/108248084,Chorweiler,1988,1970-2000
way/108248086,Chorweiler,2000,1970-2000
way/108248087,Chorweiler,1976,1970-2000
way/108248090,Chorweiler,1996,1970-2000
way/108248091,Chorweiler,1995,1970-2000
way/108248093,Chorweiler,1998,1970-2000
way/108248095,Chorweiler,1985,1970-2000
way/108248096,Chorweiler,1987,1970-2000
way/108248098,Chorweiler,1979,1970-2000
way/108248099,Chorweiler,1975,1970-2000
way/108248103,Chorweiler,1985,1970-2000
way/108248104,Chorweiler,1971,1970-2000
way/108248105,Chorweiler,1972,1970-2000
way/108248107,Chorweiler,1971,1970-2000
way/108248108,Chorweiler,1977,1970-2000
way/108248111,Chorweiler,1989,1970-2000
